earnings,persons,kind,u18,ins,med_exp,div,assist,self_emp,unemp,spanish
2690,1,2,0,0,20,0,0,2,2,2
705000,2,1,0,0,6000,25000,0,2,2,2
400000,2,1,0,1200,3000,0,0,2,2,2
11600,1,3,0,1500,800,0,0,2,1,2
80000,1,2,0,1200,1200,0,0,2,2,2
62000,1,2,0,0,0,0,0,2,2,2
0,1,3,0,1300,300,0,0,2,2,2
58000,1,2,0,1500,600,0,0,2,2,2
0,1,2,0,240,0,0,0,2,2,2
150000,2,1,0,6000,6000,40000,0,2,2,2
0,2,1,0,6000,2200,2000,0,2,2,1
330000,5,1,3,4200,4000,0,0,2,2,2
286000,2,1,0,5400,5581,37,0,1,2,2
15000,3,3,2,0,0,0,0,2,2,1
142200,2,1,0,2000,2000,100,0,2,2,2
93000,1,3,0,1500,0,100,0,2,2,2
103000,1,3,0,1500,1000,400,0,2,2,2
48000,1,3,0,600,0,0,0,2,2,2
60000,1,2,0,0,600,10000,0,2,2,2
58000,1,2,0,3600,2000,0,0,2,2,2
150000,1,2,0,2700,750,160,0,2,2,2
0,1,3,0,212,2000,0,0,2,2,2
0,2,3,0,0,0,0,0,2,2,2
97000,2,1,0,600,2200,50,0,2,2,2
110000,2,1,0,3000,400,13100,0,2,2,2
25000,3,3,2,0,0,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
46000,1,3,0,0,30,0,0,2,2,2
0,2,3,0,0,0,0,0,2,2,2
0,1,3,0,0,20,0,0,2,2,2
3000,1,2,0,0,20,0,0,2,2,2
0,1,2,0,0,15,0,0,2,2,2
26000,1,2,0,0,0,0,0,1,2,2
10000,3,2,0,0,0,0,0,2,2,2
60000,1,3,0,0,700,0,0,2,2,1
220000,2,1,0,4200,1000,3,0,2,1,2
0,1,3,0,2400,2000,6000,0,2,2,2
110000,2,3,0,9440,1500,50100,0,2,2,2
322000,4,1,2,7800,1000,0,0,2,2,2
225000,3,1,0,6360,3100,0,0,2,2,2
310000,5,1,3,1500,900,2000,0,2,2,1
0,1,2,0,2400,300,0,0,2,2,2
0,1,3,0,0,100,0,0,2,2,2
145000,1,3,0,1872,1000,0,0,2,2,2
90000,1,3,0,0,100,0,0,2,2,2
140000,1,2,0,360,1500,50,0,2,2,2
115000,1,3,0,3000,300,0,0,2,2,2
70000,1,3,0,3000,300,1,0,2,2,2
90000,1,2,0,3000,300,100,0,2,2,2
16800,2,3,0,1800,0,0,0,2,2,2
40000,1,3,0,0,0,0,0,2,2,2
0,2,1,0,4560,10000,400000,0,2,2,2
0,1,2,0,1178,275,0,0,2,2,2
150000,2,1,0,9000,800,304,0,2,2,2
50000,1,3,0,1900,2000,0,0,2,2,2
38700,3,3,1,0,0,64,0,2,2,2
181000,2,1,0,2700,0,5,0,2,2,2
300833,2,1,0,12000,500,2500,0,2,2,1
32000,2,3,0,0,250,500,0,2,2,2
2100,5,1,3,0,0,0,0,2,2,2
180000,2,1,0,12000,500,0,0,2,2,2
121000,1,2,0,850,300,0,0,2,2,2
235000,3,1,1,7000,650,0,0,2,2,2
1000000,4,1,2,12000,1999,3000,0,2,2,2
240000,4,1,2,7000,3000,0,0,2,2,1
159000,2,1,0,2000,1000,0,0,2,2,1
0,2,1,0,150,1000,13000,0,2,2,2
60000,1,2,0,100,100,0,0,2,2,2
170000,1,2,0,1020,500,0,0,2,2,2
130000,1,2,0,1900,500,0,0,2,2,2
0,1,3,0,7000,4000,0,0,2,2,2
114000,2,1,0,6000,850,0,0,1,2,2
174960,3,1,1,2173,2450,3000,0,2,2,1
32000,2,1,0,0,0,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
110000,3,1,1,0,0,250,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
0,1,3,0,3600,300,0,0,2,2,2
70000,1,3,0,7200,500,0,0,2,2,2
218000,2,1,0,3120,600,0,0,2,2,2
100000,4,1,2,5000,800,0,0,2,2,1
66000,1,2,0,0,900,1,0,2,2,1
48000,1,3,0,1800,200,0,0,2,2,2
213000,2,1,0,70,60,0,0,2,2,1
256614,2,1,0,5736,500,108,0,2,2,2
0,1,3,0,100,2000,0,0,2,2,2
23000,1,3,0,2500,1000,700000,1380,2,1,2
88125,1,2,0,1000,300,57000,0,2,2,2
125000,1,3,0,2400,500,300,0,2,2,2
0,2,3,0,0,200,0,0,2,2,2
268500,2,1,0,4000,600,1400,0,2,2,2
68000,1,2,0,3600,350,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
185000,4,1,2,150,250,2000,0,2,2,2
70000,3,1,0,13600,4500,3020,0,1,2,2
123000,1,2,0,1720,5000,0,0,2,2,2
0,2,1,0,3700,760,4000,0,2,2,1
255000,1,3,0,8232,500,200,0,2,2,2
111000,1,2,0,3600,1600,0,0,2,2,2
173000,1,2,0,325,300,10000,0,2,2,2
22400,1,2,0,900,100,0,0,2,1,2
81000,1,3,0,840,100,0,0,2,2,2
89000,1,2,0,900,0,0,0,2,2,2
50000,1,3,0,0,500,0,0,2,2,2
58000,1,3,0,0,300,0,0,2,2,1
0,3,3,2,0,1200,0,0,2,2,2
164000,1,2,0,1800,0,400,0,2,2,2
0,1,2,0,6600,500,0,0,2,2,2
0,1,2,0,0,15,0,0,2,2,2
0,1,3,0,10000,2000,0,0,2,2,2
0,1,3,0,0,300,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
64000,7,3,0,0,40,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
72000,1,2,0,0,0,4000,0,2,2,2
418000,2,1,0,5736,750,1100,0,2,2,2
1161499,2,1,0,7000,6000,0,0,2,2,2
123000,1,2,0,840,3000,0,0,2,2,2
18000,1,2,0,0,0,0,0,2,2,2
74000,1,2,0,4000,100,0,0,2,2,2
250000,1,2,0,840,1500,300,0,2,2,2
245001,4,1,2,11000,0,0,0,2,2,2
355000,2,1,0,2400,0,3500,0,2,2,2
90000,1,2,0,3600,500,0,0,2,2,2
90000,1,2,0,3600,500,0,0,2,2,2
62000,1,3,0,0,1500,0,0,2,1,2
51000,1,2,0,3597,600,683,0,2,2,2
55088,1,3,0,1092,200,661,0,2,2,2
0,2,1,0,150,1000,0,0,2,2,2
0,1,2,0,0,0,10000,0,2,2,2
110000,2,1,0,2000,600,2,0,2,1,1
138000,1,2,0,3600,100,50,0,2,2,2
80000,1,3,0,1800,0,0,0,2,2,2
24390,3,3,0,0,0,0,0,2,2,2
30000,1,2,0,250,250,300,0,2,2,2
46500,1,3,0,2413,0,0,0,2,2,1
20000,1,3,0,3000,1800,0,0,2,1,2
28000,3,3,0,1820,305,0,0,2,2,2
45000,1,3,0,250,250,0,0,2,2,2
65000,1,2,0,2413,0,0,0,2,2,2
75000,3,2,2,0,700,150000,0,2,2,2
120000,2,3,1,3600,120,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
180000,1,3,0,1092,3000,0,0,2,2,2
650000,2,1,0,600,5400,3250,0,2,2,2
0,2,1,0,1200,1200,24000,0,2,2,2
300000,2,1,0,3600,800,0,0,2,2,2
120000,1,2,0,0,750,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
49000,1,3,0,0,0,0,0,2,2,2
220000,2,1,0,3600,1500,0,0,1,2,2
0,1,3,0,0,15,0,0,2,2,2
70000,1,2,0,1800,120,0,0,2,2,2
272000,3,1,1,3600,500,0,0,2,2,2
315000,2,1,0,10000,19000,10283,0,2,2,2
120000,1,3,0,7200,4000,1,0,2,2,2
52000,1,2,0,0,0,0,0,2,1,2
52000,1,2,0,1660,30,0,0,2,2,2
55000,1,2,0,1600,35,0,0,2,2,2
75000,1,2,0,0,100,5000,0,2,2,2
250000,2,1,0,3000,370,0,0,2,2,2
25000,2,1,0,12000,9000,0,0,1,2,2
250000,2,1,0,6000,3000,0,0,2,2,2
50000,1,2,0,0,300,0,0,2,2,2
212700,2,1,0,2000,400,0,0,2,2,2
0,1,3,0,1200,500,0,0,2,2,2
34000,2,2,0,0,300,0,0,1,1,2
8000,1,2,0,0,100,0,0,2,2,2
56000,1,3,0,1300,50,0,0,1,2,2
30000,1,2,0,0,0,0,0,2,2,2
85000,3,1,1,2400,1500,0,0,1,2,2
82000,1,3,0,1800,250,0,0,2,2,2
58000,1,3,0,7000,0,0,0,2,2,1
226650,2,1,0,2000,300,0,0,2,2,2
22500,1,3,0,7500,750,300,0,1,2,2
30000,1,3,0,0,700,500,1000,2,2,2
60000,1,3,0,1800,250,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,1,3,0,0,5,0,0,2,2,2
0,1,3,0,0,40,0,0,2,2,2
15600,1,3,0,0,0,0,0,2,2,2
100000,1,3,0,0,1200,0,0,2,2,2
115000,1,3,0,1800,0,0,0,2,2,2
53000,1,3,0,0,500,0,0,2,2,2
9000,1,2,0,0,0,1,0,1,1,2
500000,2,1,0,600,5300,0,0,2,2,2
105000,2,1,0,5000,5500,55000,0,2,2,2
355000,2,1,0,1000,1500,1400,0,2,2,2
173900,2,1,0,6000,4000,15000,0,2,2,2
110000,2,3,0,2400,3000,0,0,2,2,2
0,1,3,0,3000,2000,1,0,2,2,2
270000,4,1,2,5000,0,25,0,2,2,2
160000,2,2,1,4800,300,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
2304,4,3,2,0,20,0,0,2,2,2
199000,4,1,2,6500,1500,0,0,1,1,2
0,1,3,0,0,0,0,0,2,2,2
8000,1,3,0,1400,300,0,0,2,2,2
0,1,3,0,0,14,0,0,2,2,1
2400,1,3,0,0,3840,0,0,2,2,2
0,1,2,0,3600,0,0,0,2,2,2
0,1,3,0,1200,500,0,0,2,1,2
0,3,3,2,0,0,0,0,2,2,2
35000,4,1,2,0,0,0,0,2,1,2
54000,1,2,0,0,0,0,0,2,1,2
90000,1,3,0,1000,500,1000,0,2,2,2
75000,1,2,0,1000,300,3000,0,2,2,2
70000,1,2,0,1000,200,3000,0,2,2,2
92000,1,3,0,500,1200,0,0,2,2,2
18000,1,3,0,1660,1000,0,0,2,1,2
40000,1,2,0,500,1200,0,0,2,2,2
67158,2,1,0,1308,411,0,0,1,2,2
160000,4,1,2,9600,2000,1500,0,2,2,2
13500,1,2,0,60,60,0,0,2,2,2
279237,2,1,0,6000,7000,50000,0,1,2,2
0,1,3,0,2100,200,0,0,2,2,2
0,1,2,0,1800,350,0,9000,2,2,2
298000,1,3,0,3600,8000,4700,0,2,2,2
0,2,1,0,1000,120,0,0,2,2,1
33000,1,3,0,0,60,0,0,2,2,1
1730,1,2,0,0,200,0,0,2,2,2
0,1,3,0,744,300,1000,0,2,2,2
91466,1,2,0,1500,2000,10,0,2,2,2
140000,2,1,0,500,100,0,0,2,2,2
88720,2,1,0,500,100,0,0,2,1,2
26700,5,1,2,1300,150,0,0,2,1,2
450000,4,1,1,8000,650,21,0,2,2,2
92591,1,2,0,0,500,0,0,2,2,1
55000,1,3,0,0,0,0,0,2,2,2
41551,1,2,0,850,120,8,0,2,2,2
24000,1,2,0,824,324,0,0,2,2,2
0,2,3,0,0,0,0,0,2,2,2
40000,1,3,0,1300,0,350,0,2,2,2
0,1,3,0,2100,500,0,0,2,2,2
0,1,3,0,0,72,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
15000,1,2,0,0,400,0,0,2,1,2
92000,2,1,0,4200,1500,10001,0,2,2,2
35000,1,2,0,3500,3500,5,0,1,2,2
98500,1,2,0,400,300,0,0,2,2,2
58000,1,3,0,1200,600,0,0,2,2,2
160000,2,1,0,3000,2700,1000,0,2,2,2
81000,1,3,0,1200,100,0,0,1,2,2
0,1,3,0,0,0,0,0,2,2,2
0,2,3,1,1200,2000,0,0,2,2,2
100000,1,3,0,2640,500,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
185002,2,1,0,5700,2000,2200,0,1,2,2
130000,1,2,0,2000,700,500,0,2,2,2
70000,1,3,0,500,300,0,0,2,2,2
80000,1,3,0,2340,4000,200,0,2,2,2
90000,1,2,0,500,300,1,0,2,2,2
91000,1,2,0,0,350,20,3600,2,2,2
325000,2,1,0,1440,1000,3000,0,2,2,2
125000,1,3,0,720,500,0,0,2,2,2
0,2,1,0,0,800,10000,0,2,2,2
20000,3,2,2,0,0,0,0,2,2,2
149000,1,3,0,0,1000,0,0,2,2,2
40000,1,2,0,0,0,0,0,2,2,2
22000,1,2,0,0,0,0,0,2,2,2
152652,1,2,0,720,60,2500,0,2,2,2
90000,1,3,0,2000,500,0,0,2,2,2
95000,1,2,0,1300,200,0,0,2,2,2
230000,1,3,0,1800,200,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
24000,1,2,0,0,0,0,0,2,1,2
152000,1,3,0,2000,0,400,0,2,2,2
0,2,3,1,0,0,0,0,2,2,2
65000,1,3,0,0,0,0,0,2,2,2
20000,1,2,0,250,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
61500,1,2,0,1300,200,0,0,2,2,2
61000,1,3,0,1800,200,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
56000,1,2,0,1300,500,0,0,2,2,2
15000,1,3,0,0,0,0,0,2,2,2
28800,1,3,0,0,0,0,0,2,2,2
188000,4,1,2,4800,650,1000,0,2,2,2
250000,1,3,0,2400,2500,1000,0,2,2,2
54000,1,3,0,500,100,0,0,2,2,2
0,1,3,0,0,100,0,3000,2,2,2
160000,1,2,0,8000,2000,8000,0,2,2,2
360000,2,1,0,0,800,215,0,1,2,2
48500,1,2,0,320,400,0,0,2,2,2
38000,1,2,0,0,0,0,0,2,2,2
173500,4,1,2,10800,10500,10000,0,2,2,2
150000,1,3,0,2700,550,1,0,2,2,2
120000,1,3,0,1300,400,1,0,2,2,2
29000,2,3,0,0,4000,0,0,2,1,2
0,1,3,0,800,200,0,0,2,2,2
52000,1,2,0,720,100,11,0,2,2,2
0,1,3,0,0,100,0,0,2,2,2
9000,1,3,0,0,0,0,0,2,2,2
0,1,3,0,0,12,0,0,2,2,2
77000,1,3,0,1300,400,0,0,2,2,2
95000,2,2,1,5400,2200,0,0,2,2,2
65000,2,2,1,5400,8300,0,0,2,1,1
250000,1,3,0,5400,2000,0,0,2,2,2
75000,1,3,0,5400,8100,0,0,2,2,2
25000,5,1,3,0,20,0,0,2,2,1
340000,5,1,3,9000,500,1001,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,1,3,0,800,200,0,0,2,2,2
0,2,3,0,0,100,0,0,2,2,2
570000,2,1,0,670,1000,30300,0,2,2,2
90000,5,3,2,720,199,0,0,1,2,2
100000,1,2,0,670,500,0,0,2,2,2
90000,1,3,0,670,500,0,0,2,2,2
43000,1,3,0,40000,1000,10,0,2,2,2
56000,1,3,0,670,3000,300,0,2,2,1
130000,1,2,0,670,3000,10000,0,2,2,2
90000,1,2,0,200,200,0,0,2,2,2
47142,1,2,0,600,800,0,0,2,2,2
95000,1,3,0,200,200,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,1
0,1,3,0,0,0,0,0,2,2,2
29000,1,2,0,962,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
200000,2,1,0,1166,1800,25,0,2,2,2
51000,1,2,0,866,200,0,0,2,2,2
0,1,3,0,0,100,0,0,2,2,2
2200,1,3,0,1400,300,0,0,2,1,2
75000,1,3,0,8000,1500,1500,0,1,2,1
243550,4,1,2,4420,320,0,0,1,2,2
160002,2,1,0,0,0,0,0,2,2,2
230000,3,1,1,10000,1500,0,0,1,2,2
0,1,3,0,0,4000,0,0,2,2,2
150000,1,2,0,1200,200,0,0,2,2,2
135000,1,3,0,1400,200,0,0,2,2,2
298000,1,3,0,13000,3500,725,0,2,2,2
50000,1,3,0,0,200,0,0,2,2,2
209000,2,1,0,1166,1800,1,0,2,2,2
23200,4,1,2,0,0,0,0,2,1,2
77669,2,3,1,0,2200,50,0,2,2,2
243000,2,1,0,0,150,0,0,2,2,2
320000,1,2,0,2000,500,0,0,2,2,2
53000,1,3,0,0,250,0,0,2,2,2
63000,1,3,0,0,250,0,0,2,2,2
108800,3,1,1,2400,1500,0,0,2,2,2
800000,1,2,0,2100,100,400,0,2,2,2
170000,4,1,2,10000,80,0,0,2,2,2
100000,1,2,0,100,200,0,0,2,2,2
121000,1,2,0,5000,200,1,0,2,2,2
0,2,1,0,7428,0,0,0,2,2,2
119000,2,1,0,18359,8000,853000,0,2,2,2
120000,2,1,0,4000,300,0,0,2,1,1
393600,4,1,2,2000,200,1000,0,2,2,2
58000,2,3,0,864,140,0,0,2,2,2
0,1,3,0,0,100,10,0,2,2,2
150000,1,2,0,2800,300,0,0,2,2,2
70000,1,2,0,0,500,0,0,2,2,1
2000,2,3,0,0,0,0,0,1,2,2
100000,1,2,0,2600,1500,5,0,2,2,2
380000,4,1,2,0,0,1000,0,2,2,1
42000,2,3,1,0,0,0,0,2,2,2
72000,1,3,0,6000,800,0,0,2,2,2
85000,1,3,0,0,220,0,0,2,2,2
80000,1,2,0,0,0,100,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,1
0,1,2,0,0,0,0,0,2,2,2
200000,2,1,0,4800,5000,4000,0,2,2,2
0,1,3,0,1200,200,0,0,2,2,2
293000,2,1,0,3000,0,0,0,2,2,2
49638,1,3,0,0,30,0,0,2,1,2
50000,1,3,0,962,0,0,0,2,2,2
60000,1,2,0,3000,0,0,0,2,2,2
149,1,3,0,3000,100,0,0,2,2,2
80000,1,3,0,6600,600,0,0,1,2,2
50000,1,2,0,50,100,25,0,2,2,2
90000,1,2,0,0,0,1,0,2,2,2
104000,1,2,0,70,700,500,0,2,2,2
185000,2,1,0,2000,200,107,0,2,2,2
150000,3,1,1,0,310,230000,0,2,2,2
203000,1,2,0,5000,500,32,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
15000,1,3,0,7500,750,0,0,2,1,2
180000,1,3,0,0,150,0,0,2,2,2
148000,4,1,2,6720,420,3200,0,2,2,2
334000,3,1,0,6360,3100,2000,0,2,2,2
102000,1,2,0,150,20,0,0,2,2,2
175000,1,2,0,0,1000,158,0,2,2,2
346000,2,1,0,6000,3000,750,0,2,2,2
246800,3,3,1,7800,2200,0,0,1,2,2
72000,1,2,0,150,100,1,0,2,2,2
0,3,1,0,0,0,0,0,2,2,2
110000,1,3,0,4800,2000,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
57000,1,3,0,60,300,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,1
0,1,3,0,0,0,0,0,2,2,2
45000,3,3,0,2000,300,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
6120,1,3,0,1300,0,0,0,2,1,2
146000,2,1,0,4400,300,3000,0,2,2,2
75000,1,2,0,3000,2000,0,0,2,2,2
25470,4,1,2,0,0,0,0,1,1,2
124000,1,2,0,2148,0,125,0,2,2,2
95800,1,3,0,1350,1000,0,0,2,2,2
53215,1,2,0,1350,1000,0,0,2,2,1
1099999,1,2,0,1500,100,10000,0,2,2,2
350000,1,3,0,3000,400,5000,0,2,2,2
0,1,2,0,0,0,0,0,2,2,1
0,2,3,0,0,0,0,0,2,2,2
150000,3,1,1,5200,500,0,0,2,2,2
100000,4,2,0,1400,100,4,0,2,1,2
60000,2,1,0,1400,100,4,0,2,1,2
150000,1,2,0,1350,1000,500,0,2,2,2
185000,2,1,0,4400,300,400,0,2,2,2
260000,2,2,0,1350,1350,0,0,2,2,2
73390,1,3,0,2300,8500,0,0,2,2,2
2700,1,2,0,0,0,0,0,1,1,2
32000,1,3,0,0,0,0,0,2,2,1
50000,1,3,0,0,1500,0,0,2,2,2
240000,1,3,0,540,700,53,0,2,2,1
222000,1,3,0,2400,1500,0,0,2,2,2
45000,3,1,1,0,0,0,0,2,1,1
145000,2,1,0,4800,200,0,0,2,2,2
245000,2,1,0,2000,800,0,0,2,2,2
109000,2,1,0,7000,400,0,0,2,2,1
55000,1,3,0,0,1000,0,0,2,2,2
190000,3,1,1,5200,500,1100,0,2,2,2
60000,2,1,0,2000,800,0,0,2,2,2
90000,1,3,0,7200,200,0,0,2,2,1
255000,2,1,0,1500,190,45,0,2,2,2
106001,2,3,0,2800,2100,200,0,1,2,2
189000,2,1,0,2500,500,0,0,2,2,1
0,1,3,0,0,288,0,0,2,2,2
83000,1,3,0,1200,800,100,0,2,2,2
210000,1,3,0,5000,1000,600,0,2,2,2
60000,1,2,0,0,0,0,0,2,2,2
180000,1,2,0,80,1000,760,0,2,2,2
180000,1,3,0,80,1000,800,0,2,2,2
134000,1,2,0,3000,200,300,0,2,2,2
80000,1,3,0,0,150,0,0,2,2,2
316950,2,1,0,2400,1300,0,0,2,2,2
49000,1,2,0,2100,2500,1,0,2,2,2
96000,1,3,0,900,3000,1,0,2,2,2
35000,1,3,0,0,0,0,0,2,2,2
57000,1,3,0,170,20,1,0,2,2,2
0,1,2,0,0,0,256,0,2,2,2
63000,5,3,2,0,0,0,0,2,2,1
6000,1,3,0,0,0,0,0,2,2,2
1287499,2,1,0,4800,2500,7325,0,2,2,2
140000,1,3,0,5000,3500,50,0,2,2,2
174000,1,3,0,120,3700,800,0,2,2,2
151000,1,3,0,3000,500,0,0,2,2,2
200000,2,1,0,5000,500,1000,0,1,2,2
239000,2,1,0,6000,1900,0,0,1,2,2
122000,1,3,0,0,1000,0,0,2,2,2
8000,2,2,0,0,0,0,400,2,2,2
100000,1,2,0,0,0,0,0,2,2,2
250000,1,3,0,6000,500,500,0,2,2,2
48000,1,3,0,1400,100,400,0,2,2,2
28000,1,2,0,0,0,0,0,2,2,2
75000,1,2,0,6000,500,75,0,2,2,2
40000,1,3,0,1400,100,0,0,2,2,2
34000,2,1,0,0,0,0,0,1,2,1
0,2,1,0,0,0,0,0,2,2,2
216200,2,1,0,5000,1300,0,0,2,2,2
92000,1,2,0,6000,500,0,0,2,2,2
90000,1,2,0,1200,100,0,0,2,2,2
160000,1,3,0,0,250,0,0,2,2,2
0,1,3,0,1100,200,200,0,2,2,2
0,1,3,0,1200,200,0,0,2,2,2
0,1,3,0,1100,200,0,0,2,2,2
75600,3,3,0,2280,595,0,0,2,2,2
0,1,2,0,0,12,0,0,2,2,1
0,3,3,0,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
70000,3,3,1,1200,0,0,0,2,2,2
72000,1,3,0,500,2000,0,0,2,1,2
258000,4,1,0,6360,3200,0,0,2,2,2
50000,5,1,3,0,0,11,0,2,2,2
230000,1,3,0,1500,200,15000,0,2,2,2
28000,1,2,0,0,75,0,0,2,2,2
170000,2,1,0,732,80,0,0,1,2,2
103000,1,2,0,1500,500,0,0,2,2,2
19500,4,3,3,0,600,0,0,2,2,1
94000,1,2,0,200,1200,0,0,2,2,2
140700,1,2,0,1500,400,5000,0,2,2,2
160000,1,2,0,0,7500,500,0,2,2,2
50000,1,2,0,0,0,0,0,2,2,2
4500,1,3,0,0,0,0,0,2,2,2
116000,1,3,0,1000,2500,1500,0,2,2,2
125000,1,3,0,800,300,0,0,2,2,2
121000,1,2,0,1200,1500,0,0,2,2,2
70000,1,2,0,2000,200,0,0,2,2,2
57770,3,1,0,2400,595,0,0,2,2,2
573000,2,1,0,6360,1200,40000,200,2,2,2
325000,4,1,2,9000,400,2500,0,2,2,2
166000,2,1,0,2400,3000,70000,0,1,2,2
46000,1,2,0,5500,3000,20,0,2,2,2
1000,3,3,1,0,0,0,0,2,2,2
0,2,3,0,0,0,0,0,2,2,1
0,2,2,0,1200,212,0,0,2,2,2
0,2,3,1,0,0,0,0,2,2,2
0,1,3,0,0,40,0,0,2,2,2
205000,1,3,0,2500,1100,100,0,2,2,2
53000,1,3,0,850,0,0,0,2,2,2
0,1,2,0,0,100,100,0,2,2,2
17000,1,3,0,3600,0,0,0,1,2,2
0,2,3,0,817,450,1,0,2,2,2
0,1,2,0,0,3500,5000,12000,2,2,2
100000,1,3,0,2600,2500,0,0,2,2,2
24000,1,2,0,144,200,10,0,2,2,2
223000,3,1,1,3000,1400,27500,0,2,2,2
220000,4,1,2,5000,800,0,0,1,2,2
0,3,3,1,2400,150,0,0,2,2,2
70000,1,3,0,1440,300,0,0,2,2,2
115000,1,2,0,1800,0,400,0,2,2,2
125800,2,1,0,1000,200,500,0,1,2,2
14000,2,3,1,0,0,0,0,2,1,2
0,1,3,0,0,0,0,0,2,2,2
0,1,3,0,2448,770,0,0,2,2,2
38000,5,1,2,5500,3000,0,0,2,2,2
90540,1,2,0,600,500,10,0,2,2,2
79000,1,3,0,1200,200,0,0,2,2,2
95000,1,2,0,550,0,430,0,2,2,2
105000,1,3,0,550,4000,0,0,2,2,2
110000,2,1,0,3000,2000,0,0,2,1,2
144301,1,3,0,1000,800,2000,0,2,2,2
63000,4,3,0,1400,900,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,2,1,0,0,70200,0,0,2,2,1
58700,1,3,0,0,60,0,0,2,2,2
0,1,2,0,0,200,0,0,2,2,2
0,1,3,0,1300,0,0,0,2,2,2
0,1,3,0,25,12,0,0,2,2,2
0,1,3,0,200,0,0,0,2,2,2
0,1,2,0,0,900,0,0,2,2,2
0,1,2,0,1000,500,0,0,2,2,1
0,2,1,0,0,0,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
175000,1,3,0,1000,800,700,0,2,2,2
0,1,2,0,0,200,0,20000,2,2,2
60000,1,2,0,1200,100,50,0,2,2,2
55000,1,3,0,1200,100,0,0,2,2,2
60000,1,2,0,1200,100,0,0,2,2,2
75000,4,1,2,9868,0,30,0,2,2,1
110000,2,1,0,0,250,10000,0,2,2,2
12500,2,3,0,0,300,0,0,2,2,2
4000,2,2,0,1300,0,6500,0,2,2,2
0,2,2,0,0,0,0,0,2,2,1
100000,2,1,0,2400,3000,0,0,1,2,2
460000,3,1,0,540,2200,0,0,2,2,2
273500,3,1,1,5000,4930,4000,0,2,2,2
75000,1,3,0,3600,650,0,0,2,2,2
84000,1,2,0,3600,0,0,0,2,2,2
74640,3,1,0,850,600,0,0,2,1,2
90000,1,2,0,4200,120,6000,0,1,2,2
0,1,3,0,0,0,0,0,2,2,2
0,1,2,0,0,300,0,0,2,2,2
291000,2,1,0,5000,2000,1005,0,2,2,2
125000,1,3,0,0,500,0,0,2,2,2
15000,1,2,0,1000,0,3,0,2,2,2
75000,1,3,0,1000,0,0,0,2,2,2
150000,1,2,0,5000,200,3000,0,2,2,2
213000,1,2,0,1000,0,500,0,2,2,2
60000,1,3,0,1000,60,0,0,2,2,2
85000,1,3,0,1000,100,0,0,2,2,1
35000,1,3,0,0,0,0,0,2,2,2
103082,4,1,0,7505,14751,0,0,1,2,2
225000,4,1,2,2250,5222,1000,0,2,2,2
68000,1,3,0,4100,300,0,1200,2,2,2
131000,1,2,0,0,200,20,0,2,2,2
60000,1,2,0,0,200,0,0,2,2,2
74000,1,2,0,0,200,0,0,2,2,2
120000,1,2,0,0,200,1500,0,2,2,2
74000,1,2,0,0,200,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
90000,1,2,0,0,3000,0,0,2,2,2
350000,1,2,0,6360,500,0,0,2,2,2
75000,1,2,0,0,0,0,0,2,2,2
140000,1,2,0,1200,1000,3000,0,2,2,2
145500,2,1,0,1200,1000,0,0,2,2,2
0,1,3,0,1000,0,0,0,2,2,2
195000,2,1,0,2000,100,0,0,2,2,1
75000,1,3,0,1200,1000,0,0,2,2,2
34000,1,3,0,5500,3000,1,1500,2,2,2
0,1,3,0,0,300,0,80000,2,2,2
0,1,3,0,0,300,0,80000,2,2,2
25000,1,3,0,3500,500,0,0,2,2,2
